smiles,logp,mw,tpsa,hbd,hba,rotbonds,qed,sas
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@H](OC)CC(=O)[C@@]21C,1.2392999999999998,294.34700000000004,72.83000000000001,1,5,1,0.5816596867314954,4.746261785726635
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)C(OC)CC(=O)[C@@]21C,1.2392999999999998,294.34700000000004,72.83000000000001,1,5,1,0.5816596867314954,4.746261785726635
C=C1C(=O)O[C@@H]2C3=C(C)C(=O)C[C@H]3[C@](C)(O)CC[C@@H]12,1.5345,262.30499999999995,63.60000000000001,1,4,0,0.5309974265752904,4.51913139296715
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)[C@H](O)C(=C)[C@@H]1C[C@H](OC(C)=O)C(=C)[C@H]21,0.4998,320.34100000000007,93.06,2,6,1,0.41510841884091015,5.018084799098871
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@]1(O)C[C@H](Cl)[C@@](C)(O)[C@H]21,1.5435999999999999,298.76599999999996,66.76,2,4,0,0.30808492622322436,5.07631975790755
C[C@@H]1C(=O)O[C@H]2C[C@H](C)[C@@H]3CC[C@@]4(C)O[C@@]34C[C@@H]21,2.5317000000000007,250.33799999999994,38.83,0,3,0,0.489647979326642,5.209627401977042
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]13OC(CC)O[C@H]1CC(=O)[C@@]23C,2.3835000000000006,320.3850000000001,61.830000000000005,0,5,1,0.5482114985699903,5.515132276431488
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@]1(O)C[C@@H](O)[C@](C)(Cl)[C@H]21,1.5435999999999996,298.76599999999996,66.76,2,4,0,0.30808492622322436,5.088331949489552
C=C1CC[C@H]2[C@@H]([C@@H]3C1=COC(=O)[C@H]3C)C2(C)C,3.3016000000000023,232.32299999999995,26.3,0,2,0,0.5989260527532446,4.68448993232588
C=C1CC[C@]23O[C@@]2(C)CCC2=C(C)C(=O)O[C@@H]2[C@@H]13,2.516000000000001,246.30599999999995,38.83,0,3,0,0.3743372082203053,5.214271425991914
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C[C@@H](O)[C@](C)(Cl)[C@@H]12,2.572800000000001,282.76699999999994,46.53,1,3,0,0.3214488310607429,4.766232122788748
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C[C@@H](O)[C@](C)(F)[C@@H]12,2.3035000000000005,266.31199999999995,46.53,1,3,0,0.4155754547675079,4.736853842245761
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@]1(O)C[C@H]3O[C@@]3(C)[C@H]21,1.3427,262.30499999999995,59.06,1,4,0,0.3096580058459205,5.0803704900531335
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@H](OCCO)CC(=O)[C@@]21C,0.6018,324.3730000000001,93.06,2,6,3,0.5832947257925473,4.770454925152382
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@@H](OCCO)CC(=O)[C@@]21C,0.6018,324.3730000000001,93.06,2,6,3,0.5832947257925473,4.770454925152382
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)C(OCCO)CC(=O)[C@@]21C,0.6018,324.3730000000001,93.06,2,6,3,0.5832947257925473,4.770454925152382
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@H](OCCC)CC(=O)[C@@]21C,2.0195,322.40100000000007,72.83000000000001,1,5,3,0.635549666169052,4.701282220437743
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C[C@@H](OC=O)[C@](C)(O)[C@@H]12,1.507,292.33099999999996,72.83,1,5,2,0.3613169755368311,4.867387456995758
